                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN2708500000000   27     085   McLeod County, MN                                 2018        19,500       18,890        610      3.1
CN2708700000000   27     087   Mahnomen County, MN                               2018         2,329        2,223        106      4.6
CN2708900000000   27     089   Marshall County, MN                               2018         5,440        5,125        315      5.8
CN2709100000000   27     091   Martin County, MN                                 2018        10,303        9,980        323      3.1
CN2709300000000   27     093   Meeker County, MN                                 2018        13,143       12,685        458      3.5
CN2709500000000   27     095   Mille Lacs County, MN                             2018        12,788       12,169        619      4.8
CN2709700000000   27     097   Morrison County, MN                               2018        17,576       16,753        823      4.7
CN2709900000000   27     099   Mower County, MN                                  2018        20,450       19,903        547      2.7
CN2710100000000   27     101   Murray County, MN                                 2018         4,906        4,724        182      3.7
CN2710300000000   27     103   Nicollet County, MN                               2018        20,756       20,300        456      2.2
CN2710500000000   27     105   Nobles County, MN                                 2018        11,284       10,988        296      2.6
CN2710700000000   27     107   Norman County, MN                                 2018         3,379        3,234        145      4.3
CN2710900000000   27     109   Olmsted County, MN                                2018        87,757       85,748      2,009      2.3
CN2711100000000   27     111   Otter Tail County, MN                             2018        31,441       30,313      1,128      3.6
CN2711300000000   27     113   Pennington County, MN                             2018         8,797        8,428        369      4.2
CN2711500000000   27     115   Pine County, MN                                   2018        14,850       14,130        720      4.8
CN2711700000000   27     117   Pipestone County, MN                              2018         4,971        4,828        143      2.9
CN2711900000000   27     119   Polk County, MN                                   2018        16,786       16,171        615      3.7
CN2712100000000   27     121   Pope County, MN                                   2018         6,431        6,265        166      2.6
CN2712300000000   27     123   Ramsey County, MN                                 2018       288,814      281,072      7,742      2.7
CN2712500000000   27     125   Red Lake County, MN                               2018         2,231        2,116        115      5.2
CN2712700000000   27     127   Redwood County, MN                                2018         7,614        7,340        274      3.6
CN2712900000000   27     129   Renville County, MN                               2018         8,787        8,442        345      3.9
CN2713100000000   27     131   Rice County, MN                                   2018        36,852       35,832      1,020      2.8
CN2713300000000   27     133   Rock County, MN                                   2018         5,726        5,594        132      2.3
CN2713500000000   27     135   Roseau County, MN                                 2018         7,989        7,724        265      3.3
CN2713700000000   27     137   St. Louis County, MN                              2018       101,957       98,202      3,755      3.7
CN2713900000000   27     139   Scott County, MN                                  2018        82,820       80,758      2,062      2.5
CN2714100000000   27     141   Sherburne County, MN                              2018        51,700       50,069      1,631      3.2
CN2714300000000   27     143   Sibley County, MN                                 2018         8,473        8,205        268      3.2
CN2714500000000   27     145   Stearns County, MN                                2018        89,884       87,241      2,643      2.9
CN2714700000000   27     147   Steele County, MN                                 2018        20,563       19,958        605      2.9
CN2714900000000   27     149   Stevens County, MN                                2018         5,457        5,328        129      2.4
CN2715100000000   27     151   Swift County, MN                                  2018         5,037        4,853        184      3.7
CN2715300000000   27     153   Todd County, MN                                   2018        13,587       13,062        525      3.9
CN2715500000000   27     155   Traverse County, MN                               2018         1,760        1,703         57      3.2
CN2715700000000   27     157   Wabasha County, MN                                2018        12,295       11,934        361      2.9
CN2715900000000   27     159   Wadena County, MN                                 2018         5,917        5,611        306      5.2
CN2716100000000   27     161   Waseca County, MN                                 2018         9,002        8,636        366      4.1
CN2716300000000   27     163   Washington County, MN                             2018       141,974      138,416      3,558      2.5
CN2716500000000   27     165   Watonwan County, MN                               2018         6,509        6,284        225      3.5
CN2716700000000   27     167   Wilkin County, MN                                 2018         3,558        3,451        107      3.0
CN2716900000000   27     169   Winona County, MN                                 2018        28,804       28,051        753      2.6
CN2717100000000   27     171   Wright County, MN                                 2018        74,674       72,455      2,219      3.0
CN2717300000000   27     173   Yellow Medicine County, MN                        2018         5,379        5,218        161      3.0
CN2800100000000   28     001   Adams County, MS                                  2018        11,202       10,506        696      6.2
CN2800300000000   28     003   Alcorn County, MS                                 2018        16,123       15,456        667      4.1
CN2800500000000   28     005   Amite County, MS                                  2018         4,470        4,200        270      6.0
CN2800700000000   28     007   Attala County, MS                                 2018         6,927        6,534        393      5.7
CN2800900000000   28     009   Benton County, MS                                 2018         3,078        2,907        171      5.6
CN2801100000000   28     011   Bolivar County, MS                                2018        12,472       11,708        764      6.1
CN2801300000000   28     013   Calhoun County, MS                                2018         5,976        5,719        257      4.3
CN2801500000000   28     015   Carroll County, MS                                2018         3,593        3,397        196      5.5
CN2801700000000   28     017   Chickasaw County, MS                              2018         7,036        6,687        349      5.0
CN2801900000000   28     019   Choctaw County, MS                                2018         3,792        3,610        182      4.8
CN2802100000000   28     021   Claiborne County, MS                              2018         2,952        2,681        271      9.2
CN2802300000000   28     023   Clarke County, MS                                 2018         5,938        5,604        334      5.6
CN2802500000000   28     025   Clay County, MS                                   2018         7,826        7,356        470      6.0
CN2802700000000   28     027   Coahoma County, MS                                2018         8,680        8,088        592      6.8
CN2802900000000   28     029   Copiah County, MS                                 2018        11,251       10,637        614      5.5
CN2803100000000   28     031   Covington County, MS                              2018         8,288        7,926        362      4.4
CN2803300000000   28     033   DeSoto County, MS                                 2018        89,980       86,596      3,384      3.8
CN2803500000000   28     035   Forrest County, MS                                2018        33,763       32,269      1,494      4.4
CN2803700000000   28     037   Franklin County, MS                               2018         2,766        2,599        167      6.0
CN2803900000000   28     039   George County, MS                                 2018         8,892        8,327        565      6.4
CN2804100000000   28     041   Greene County, MS                                 2018         4,289        4,025        264      6.2
CN2804300000000   28     043   Grenada County, MS                                2018         9,591        9,181        410      4.3
CN2804500000000   28     045   Hancock County, MS                                2018        18,839       17,902        937      5.0
CN2804700000000   28     047   Harrison County, MS                               2018        86,579       82,662      3,917      4.5
CN2804900000000   28     049   Hinds County, MS                                  2018       109,294      104,257      5,037      4.6
CN2805100000000   28     051   Holmes County, MS                                 2018         5,700        5,193        507      8.9
CN2805300000000   28     053   Humphreys County, MS                              2018         2,306        2,113        193      8.4
CN2805500000000   28     055   Issaquena County, MS                              2018           378          344         34      9.0
CN2805700000000   28     057   Itawamba County, MS                               2018        10,302        9,883        419      4.1
CN2805900000000   28     059   Jackson County, MS                                2018        58,725       55,479      3,246      5.5
CN2806100000000   28     061   Jasper County, MS                                 2018         6,106        5,749        357      5.8
CN2806300000000   28     063   Jefferson County, MS                              2018         1,998        1,733        265     13.3
CN2806500000000   28     065   Jefferson Davis County, MS                        2018         4,113        3,838        275      6.7
CN2806700000000   28     067   Jones County, MS                                  2018        25,613       24,391      1,222      4.8
CN2806900000000   28     069   Kemper County, MS                                 2018         3,454        3,198        256      7.4
CN2807100000000   28     071   Lafayette County, MS                              2018        28,216       27,121      1,095      3.9
CN2807300000000   28     073   Lamar County, MS                                  2018        30,510       29,401      1,109      3.6
CN2807500000000   28     075   Lauderdale County, MS                             2018        30,550       29,012      1,538      5.0
CN2807700000000   28     077   Lawrence County, MS                               2018         4,605        4,331        274      6.0
CN2807900000000   28     079   Leake County, MS                                  2018         7,927        7,538        389      4.9
CN2808100000000   28     081   Lee County, MS                                    2018        40,297       38,731      1,566      3.9
CN2808300000000   28     083   Leflore County, MS                                2018        10,251        9,559        692      6.8
CN2808500000000   28     085   Lincoln County, MS                                2018        14,663       13,972        691      4.7
CN2808700000000   28     087   Lowndes County, MS                                2018        25,329       24,110      1,219      4.8
CN2808900000000   28     089   Madison County, MS                                2018        53,303       51,353      1,950      3.7
CN2809100000000   28     091   Marion County, MS                                 2018        10,130        9,609        521      5.1
CN2809300000000   28     093   Marshall County, MS                               2018        14,591       13,861        730      5.0
CN2809500000000   28     095   Monroe County, MS                                 2018        15,351       14,597        754      4.9
CN2809700000000   28     097   Montgomery County, MS                             2018         4,047        3,834        213      5.3
CN2809900000000   28     099   Neshoba County, MS                                2018        10,307        9,797        510      4.9
CN2810100000000   28     101   Newton County, MS                                 2018         8,422        8,012        410      4.9
CN2810300000000   28     103   Noxubee County, MS                                2018         3,845        3,586        259      6.7
CN2810500000000   28     105   Oktibbeha County, MS                              2018        22,521       21,460      1,061      4.7
CN2810700000000   28     107   Panola County, MS                                 2018        12,970       12,200        770      5.9
CN2810900000000   28     109   Pearl River County, MS                            2018        23,312       22,214      1,098      4.7
CN2811100000000   28     111   Perry County, MS                                  2018         4,355        4,100        255      5.9
CN2811300000000   28     113   Pike County, MS                                   2018        14,572       13,739        833      5.7
CN2811500000000   28     115   Pontotoc County, MS                               2018        14,423       13,864        559      3.9
CN2811700000000   28     117   Prentiss County, MS                               2018        11,207       10,722        485      4.3
CN2811900000000   28     119   Quitman County, MS                                2018         2,432        2,248        184      7.6
CN2812100000000   28     121   Rankin County, MS                                 2018        76,149       73,554      2,595      3.4
CN2812300000000   28     123   Scott County, MS                                  2018        13,152       12,637        515      3.9
CN2812500000000   28     125   Sharkey County, MS                                2018         1,686        1,568        118      7.0
CN2812700000000   28     127   Simpson County, MS                                2018        10,931       10,439        492      4.5
CN2812900000000   28     129   Smith County, MS                                  2018         6,752        6,456        296      4.4
CN2813100000000   28     131   Stone County, MS                                  2018         6,791        6,422        369      5.4
CN2813300000000   28     133   Sunflower County, MS                              2018         7,837        7,226        611      7.8
CN2813500000000   28     135   Tallahatchie County, MS                           2018         5,399        5,114        285      5.3
CN2813700000000   28     137   Tate County, MS                                   2018        12,259       11,659        600      4.9
CN2813900000000   28     139   Tippah County, MS                                 2018         9,443        9,033        410      4.3
CN2814100000000   28     141   Tishomingo County, MS                             2018         8,461        8,068        393      4.6
CN2814300000000   28     143   Tunica County, MS                                 2018         4,477        4,240        237      5.3
CN2814500000000   28     145   Union County, MS                                  2018        14,034       13,540        494      3.5
CN2814700000000   28     147   Walthall County, MS                               2018         5,024        4,699        325      6.5
CN2814900000000   28     149   Warren County, MS                                 2018        20,405       19,292      1,113      5.5
CN2815100000000   28     151   Washington County, MS                             2018        16,727       15,547      1,180      7.1
CN2815300000000   28     153   Wayne County, MS                                  2018         7,506        7,103        403      5.4
CN2815500000000   28     155   Webster County, MS                                2018         3,907        3,713        194      5.0
CN2815700000000   28     157   Wilkinson County, MS                              2018         2,765        2,530        235      8.5
CN2815900000000   28     159   Winston County, MS                                2018         7,407        6,994        413      5.6
CN2816100000000   28     161   Yalobusha County, MS                              2018         5,119        4,865        254      5.0
CN2816300000000   28     163   Yazoo County, MS                                  2018         9,073        8,570        503      5.5
CN2900100000000   29     001   Adair County, MO                                  2018        10,672       10,297        375      3.5
CN2900300000000   29     003   Andrew County, MO                                 2018         9,685        9,427        258      2.7
CN2900500000000   29     005   Atchison County, MO                               2018         2,771        2,702         69      2.5
CN2900700000000   29     007   Audrain County, MO                                2018        10,804       10,470        334      3.1
CN2900900000000   29     009   Barry County, MO                                  2018        15,592       15,129        463      3.0
CN2901100000000   29     011   Barton County, MO                                 2018         5,181        5,021        160      3.1
CN2901300000000   29     013   Bates County, MO                                  2018         7,960        7,657        303      3.8
CN2901500000000   29     015   Benton County, MO                                 2018         7,143        6,820        323      4.5
CN2901700000000   29     017   Bollinger County, MO                              2018         5,498        5,300        198      3.6
CN2901900000000   29     019   Boone County, MO                                  2018        97,114       94,908      2,206      2.3
CN2902100000000   29     021   Buchanan County, MO                               2018        44,570       43,251      1,319      3.0
CN2902300000000   29     023   Butler County, MO                                 2018        18,127       17,297        830      4.6
CN2902500000000   29     025   Caldwell County, MO                               2018         4,404        4,266        138      3.1
CN2902700000000   29     027   Callaway County, MO                               2018        21,087       20,469        618      2.9
CN2902900000000   29     029   Camden County, MO                                 2018        18,578       17,795        783      4.2
CN2903100000000   29     031   Cape Girardeau County, MO                         2018        40,008       38,906      1,102      2.8
CN2903300000000   29     033   Carroll County, MO                                2018         4,683        4,536        147      3.1
CN2903500000000   29     035   Carter County, MO                                 2018         2,513        2,384        129      5.1
CN2903700000000   29     037   Cass County, MO                                   2018        54,386       52,726      1,660      3.1
CN2903900000000   29     039   Cedar County, MO                                  2018         5,691        5,495        196      3.4
CN2904100000000   29     041   Chariton County, MO                               2018         3,760        3,655        105      2.8
CN2904300000000   29     043   Christian County, MO                              2018        43,619       42,495      1,124      2.6
CN2904500000000   29     045   Clark County, MO                                  2018         3,187        3,064        123      3.9
CN2904700000000   29     047   Clay County, MO                                   2018       134,903      130,999      3,904      2.9
CN2904900000000   29     049   Clinton County, MO                                2018        10,852       10,510        342      3.2
CN2905100000000   29     051   Cole County, MO                                   2018        38,229       37,273        956      2.5
CN2905300000000   29     053   Cooper County, MO                                 2018         7,424        7,194        230      3.1
CN2905500000000   29     055   Crawford County, MO                               2018        10,832       10,407        425      3.9
CN2905700000000   29     057   Dade County, MO                                   2018         3,576        3,479         97      2.7
CN2905900000000   29     059   Dallas County, MO                                 2018         6,966        6,693        273      3.9
CN2906100000000   29     061   Daviess County, MO                                2018         4,048        3,926        122      3.0
CN2906300000000   29     063   DeKalb County, MO                                 2018         4,829        4,677        152      3.1
CN2906500000000   29     065   Dent County, MO                                   2018         6,199        5,994        205      3.3
CN2906700000000   29     067   Douglas County, MO                                2018         5,009        4,780        229      4.6
CN2906900000000   29     069   Dunklin County, MO                                2018        12,102       11,436        666      5.5
CN2907100000000   29     071   Franklin County, MO                               2018        52,287       50,683      1,604      3.1
CN2907300000000   29     073   Gasconade County, MO                              2018         7,752        7,527        225      2.9
CN2907500000000   29     075   Gentry County, MO                                 2018         3,584        3,497         87      2.4
CN2907700000000   29     077   Greene County, MO                                 2018       148,502      144,715      3,787      2.6
CN2907900000000   29     079   Grundy County, MO                                 2018         4,536        4,372        164      3.6
CN2908100000000   29     081   Harrison County, MO                               2018         3,828        3,710        118      3.1
CN2908300000000   29     083   Henry County, MO                                  2018         9,795        9,446        349      3.6
CN2908500000000   29     085   Hickory County, MO                                2018         3,834        3,676        158      4.1
CN2908700000000   29     087   Holt County, MO                                   2018         2,644        2,581         63      2.4
CN2908900000000   29     089   Howard County, MO                                 2018         4,973        4,832        141      2.8
CN2909100000000   29     091   Howell County, MO                                 2018        16,233       15,653        580      3.6
CN2909300000000   29     093   Iron County, MO                                   2018         3,544        3,353        191      5.4
CN2909500000000   29     095   Jackson County, MO                                2018       363,146      349,588     13,558      3.7
CN2909700000000   29     097   Jasper County, MO                                 2018        56,624       55,069      1,555      2.7
CN2909900000000   29     099   Jefferson County, MO                              2018       116,200      112,580      3,620      3.1
CN2910100000000   29     101   Johnson County, MO                                2018        22,777       21,933        844      3.7
CN2910300000000   29     103   Knox County, MO                                   2018         1,922        1,868         54      2.8
CN2910500000000   29     105   Laclede County, MO                                2018        16,785       16,165        620      3.7
CN2910700000000   29     107   Lafayette County, MO                              2018        16,991       16,446        545      3.2
CN2910900000000   29     109   Lawrence County, MO                               2018        18,100       17,548        552      3.0
CN2911100000000   29     111   Lewis County, MO                                  2018         5,099        4,954        145      2.8
CN2911300000000   29     113   Lincoln County, MO                                2018        27,367       26,463        904      3.3
CN2911500000000   29     115   Linn County, MO                                   2018         5,133        4,892        241      4.7
CN2911700000000   29     117   Livingston County, MO                             2018         7,500        7,313        187      2.5
CN2911900000000   29     119   McDonald County, MO                               2018        10,507       10,188        319      3.0
CN2912100000000   29     121   Macon County, MO                                  2018         7,661        7,436        225      2.9
CN2912300000000   29     123   Madison County, MO                                2018         5,464        5,270        194      3.6
CN2912500000000   29     125   Maries County, MO                                 2018         3,874        3,746        128      3.3
CN2912700000000   29     127   Marion County, MO                                 2018        14,450       14,003        447      3.1
CN2912900000000   29     129   Mercer County, MO                                 2018         1,910        1,850         60      3.1
CN2913100000000   29     131   Miller County, MO                                 2018        12,112       11,669        443      3.7
CN2913300000000   29     133   Mississippi County, MO                            2018         5,937        5,710        227      3.8
CN2913500000000   29     135   Moniteau County, MO                               2018         7,223        7,007        216      3.0
CN2913700000000   29     137   Monroe County, MO                                 2018         3,960        3,819        141      3.6
CN2913900000000   29     139   Montgomery County, MO                             2018         5,693        5,529        164      2.9
CN2914100000000   29     141   Morgan County, MO                                 2018         7,945        7,606        339      4.3
CN2914300000000   29     143   New Madrid County, MO                             2018         8,046        7,662        384      4.8
CN2914500000000   29     145   Newton County, MO                                 2018        27,232       26,411        821      3.0
CN2914700000000   29     147   Nodaway County, MO                                2018        10,650       10,338        312      2.9
CN2914900000000   29     149   Oregon County, MO                                 2018         3,936        3,800        136      3.5
CN2915100000000   29     151   Osage County, MO                                  2018         6,996        6,827        169      2.4
CN2915300000000   29     153   Ozark County, MO                                  2018         3,461        3,282        179      5.2
CN2915500000000   29     155   Pemiscot County, MO                               2018         6,349        5,997        352      5.5
CN2915700000000   29     157   Perry County, MO                                  2018        10,173        9,935        238      2.3
CN2915900000000   29     159   Pettis County, MO                                 2018        20,716       19,859        857      4.1
CN2916100000000   29     161   Phelps County, MO                                 2018        19,662       19,056        606      3.1
CN2916300000000   29     163   Pike County, MO                                   2018         7,674        7,397        277      3.6
CN2916500000000   29     165   Platte County, MO                                 2018        57,812       56,330      1,482      2.6
CN2916700000000   29     167   Polk County, MO                                   2018        14,329       13,806        523      3.6
CN2916900000000   29     169   Pulaski County, MO                                2018        14,629       14,103        526      3.6
CN2917100000000   29     171   Putnam County, MO                                 2018         2,440        2,356         84      3.4
CN2917300000000   29     173   Ralls County, MO                                  2018         5,618        5,460        158      2.8
CN2917500000000   29     175   Randolph County, MO                               2018        10,257        9,863        394      3.8
CN2917700000000   29     177   Ray County, MO                                    2018        11,048       10,651        397      3.6
CN2917900000000   29     179   Reynolds County, MO                               2018         3,039        2,945         94      3.1
CN2918100000000   29     181   Ripley County, MO                                 2018         5,129        4,862        267      5.2
CN2918300000000   29     183   St. Charles County, MO                            2018       221,947      216,310      5,637      2.5
CN2918500000000   29     185   St. Clair County, MO                              2018         3,781        3,616        165      4.4
CN2918600000000   29     186   Ste. Genevieve County, MO                         2018         9,195        8,938        257      2.8
CN2918700000000   29     187   St. Francois County, MO                           2018        26,504       25,535        969      3.7
CN2918900000000   29     189   St. Louis County, MO                              2018       525,125      509,324     15,801      3.0
CN2919500000000   29     195   Saline County, MO                                 2018        10,732       10,406        326      3.0
CN2919700000000   29     197   Schuyler County, MO                               2018         1,977        1,895         82      4.1
CN2919900000000   29     199   Scotland County, MO                               2018         2,380        2,312         68      2.9
CN2920100000000   29     201   Scott County, MO                                  2018        20,017       19,333        684      3.4
CN2920300000000   29     203   Shannon County, MO                                2018         3,241        3,079        162      5.0
CN2920500000000   29     205   Shelby County, MO                                 2018         3,018        2,926         92      3.0
CN2920700000000   29     207   Stoddard County, MO                               2018        13,090       12,509        581      4.4
CN2920900000000   29     209   Stone County, MO                                  2018        13,763       13,119        644      4.7
CN2921100000000   29     211   Sullivan County, MO                               2018         2,811        2,723         88      3.1
CN2921300000000   29     213   Taney County, MO                                  2018        26,828       25,433      1,395      5.2
CN2921500000000   29     215   Texas County, MO                                  2018         9,043        8,673        370      4.1
CN2921700000000   29     217   Vernon County, MO                                 2018         9,557        9,256        301      3.1
CN2921900000000   29     219   Warren County, MO                                 2018        17,560       17,067        493      2.8
CN2922100000000   29     221   Washington County, MO                             2018        10,205        9,752        453      4.4
CN2922300000000   29     223   Wayne County, MO                                  2018         5,322        5,064        258      4.8
CN2922500000000   29     225   Webster County, MO                                2018        16,916       16,391        525      3.1
CN2922700000000   29     227   Worth County, MO                                  2018         1,193        1,159         34      2.8
CN2922900000000   29     229   Wright County, MO                                 2018         7,425        7,118        307      4.1
CN2951000000000   29     510   St. Louis city, MO                                2018       153,678      147,800      5,878      3.8
CN3000100000000   30     001   Beaverhead County, MT                             2018         5,043        4,885        158      3.1
CN3000300000000   30     003   Big Horn County, MT                               2018         5,098        4,609        489      9.6
CN3000500000000   30     005   Blaine County, MT                                 2018         2,291        2,193         98      4.3
CN3000700000000   30     007   Broadwater County, MT                             2018         2,628        2,524        104      4.0
CN3000900000000   30     009   Carbon County, MT                                 2018         5,487        5,294        193      3.5
CN3001100000000   30     011   Carter County, MT                                 2018           672          655         17      2.5
CN3001300000000   30     013   Cascade County, MT                                2018        37,848       36,486      1,362      3.6
CN3001500000000   30     015   Chouteau County, MT                               2018         2,481        2,406         75      3.0
CN3001700000000   30     017   Custer County, MT                                 2018         6,068        5,880        188      3.1
CN3001900000000   30     019   Daniels County, MT                                2018           881          862         19      2.2
CN3002100000000   30     021   Dawson County, MT                                 2018         4,639        4,513        126      2.7
CN3002300000000   30     023   Deer Lodge County, MT                             2018         5,143        4,960        183      3.6
CN3002500000000   30     025   Fallon County, MT                                 2018         1,704        1,672         32      1.9
CN3002700000000   30     027   Fergus County, MT                                 2018         5,779        5,564        215      3.7
CN3002900000000   30     029   Flathead County, MT                               2018        47,793       45,504      2,289      4.8
CN3003100000000   30     031   Gallatin County, MT                               2018        66,429       64,755      1,674      2.5
CN3003300000000   30     033   Garfield County, MT                               2018           738          718         20      2.7
CN3003500000000   30     035   Glacier County, MT                                2018         5,713        5,268        445      7.8
CN3003700000000   30     037   Golden Valley County, MT                          2018           369          352         17      4.6
CN3003900000000   30     039   Granite County, MT                                2018         1,675        1,585         90      5.4
CN3004100000000   30     041   Hill County, MT                                   2018         7,613        7,339        274      3.6
CN3004300000000   30     043   Jefferson County, MT                              2018         5,630        5,414        216      3.8
CN3004500000000   30     045   Judith Basin County, MT                           2018           920          889         31      3.4
CN3004700000000   30     047   Lake County, MT                                   2018        13,135       12,572        563      4.3
CN3004900000000   30     049   Lewis and Clark County, MT                        2018        35,455       34,277      1,178      3.3
CN3005100000000   30     051   Liberty County, MT                                2018           964          940         24      2.5
CN3005300000000   30     053   Lincoln County, MT                                2018         8,060        7,465        595      7.4
CN3005500000000   30     055   McCone County, MT                                 2018           980          962         18      1.8
CN3005700000000   30     057   Madison County, MT                                2018         4,488        4,329        159      3.5
CN3005900000000   30     059   Meagher County, MT                                2018           955          918         37      3.9
CN3006100000000   30     061   Mineral County, MT                                2018         1,718        1,595        123      7.2
CN3006300000000   30     063   Missoula County, MT                               2018        63,069       60,969      2,100      3.3
CN3006500000000   30     065   Musselshell County, MT                            2018         2,267        2,170         97      4.3
CN3006700000000   30     067   Park County, MT                                   2018         8,822        8,484        338      3.8
CN3006900000000   30     069   Petroleum County, MT                              2018           287          275         12      4.2
CN3007100000000   30     071   Phillips County, MT                               2018         1,918        1,831         87      4.5
CN3007300000000   30     073   Pondera County, MT                                2018         2,712        2,602        110      4.1
CN3007500000000   30     075   Powder River County, MT                           2018           971          943         28      2.9
CN3007700000000   30     077   Powell County, MT                                 2018         2,880        2,761        119      4.1
CN3007900000000   30     079   Prairie County, MT                                2018           492          474         18      3.7
CN3008100000000   30     081   Ravalli County, MT                                2018        19,913       19,078        835      4.2
CN3008300000000   30     083   Richland County, MT                               2018         5,889        5,709        180      3.1
CN3008500000000   30     085   Roosevelt County, MT                              2018         4,461        4,257        204      4.6
CN3008700000000   30     087   Rosebud County, MT                                2018         3,893        3,687        206      5.3
CN3008900000000   30     089   Sanders County, MT                                2018         4,765        4,461        304      6.4
CN3009100000000   30     091   Sheridan County, MT                               2018         1,769        1,727         42      2.4
CN3009300000000   30     093   Silver Bow County, MT                             2018        17,238       16,546        692      4.0
CN3009500000000   30     095   Stillwater County, MT                             2018         4,932        4,764        168      3.4
CN3009700000000   30     097   Sweet Grass County, MT                            2018         1,772        1,718         54      3.0
CN3009900000000   30     099   Teton County, MT                                  2018         2,702        2,611         91      3.4
CN3010100000000   30     101   Toole County, MT                                  2018         2,120        2,064         56      2.6
CN3010300000000   30     103   Treasure County, MT                               2018           337          327         10      3.0
CN3010500000000   30     105   Valley County, MT                                 2018         4,129        4,003        126      3.1
CN3010700000000   30     107   Wheatland County, MT                              2018           782          743         39      5.0
CN3010900000000   30     109   Wibaux County, MT                                 2018           464          448         16      3.4
CN3011100000000   30     111   Yellowstone County, MT                            2018        81,269       78,554      2,715      3.3
CN3100100000000   31     001   Adams County, NE                                  2018        16,547       16,072        475      2.9
CN3100300000000   31     003   Antelope County, NE                               2018         3,574        3,489         85      2.4
CN3100500000000   31     005   Arthur County, NE                                 2018           219          208         11      5.0
CN3100700000000   31     007   Banner County, NE                                 2018           381          368         13      3.4
CN3100900000000   31     009   Blaine County, NE                                 2018           262          250         12      4.6
CN3101100000000   31     011   Boone County, NE                                  2018         2,922        2,857         65      2.2
CN3101300000000   31     013   Box Butte County, NE                              2018         5,399        5,250        149      2.8
CN3101500000000   31     015   Boyd County, NE                                   2018         1,083        1,051         32      3.0
CN3101700000000   31     017   Brown County, NE                                  2018         1,392        1,346         46      3.3
CN3101900000000   31     019   Buffalo County, NE                                2018        27,695       27,046        649      2.3
CN3102100000000   31     021   Burt County, NE                                   2018         3,465        3,349        116      3.3
CN3102300000000   31     023   Butler County, NE                                 2018         4,533        4,428        105      2.3
CN3102500000000   31     025   Cass County, NE                                   2018        13,275       12,882        393      3.0
CN3102700000000   31     027   Cedar County, NE                                  2018         4,459        4,355        104      2.3
CN3102900000000   31     029   Chase County, NE                                  2018         2,268        2,219         49      2.2
CN3103100000000   31     031   Cherry County, NE                                 2018         3,375        3,303         72      2.1
CN3103300000000   31     033   Cheyenne County, NE                               2018         4,731        4,598        133      2.8
CN3103500000000   31     035   Clay County, NE                                   2018         3,239        3,139        100      3.1
CN3103700000000   31     037   Colfax County, NE                                 2018         5,556        5,427        129      2.3
CN3103900000000   31     039   Cuming County, NE                                 2018         4,713        4,597        116      2.5
CN3104100000000   31     041   Custer County, NE                                 2018         6,425        6,289        136      2.1
CN3104300000000   31     043   Dakota County, NE                                 2018        10,777       10,404        373      3.5
CN3104500000000   31     045   Dawes County, NE                                  2018         5,040        4,905        135      2.7
CN3104700000000   31     047   Dawson County, NE                                 2018        12,934       12,578        356      2.8
CN3104900000000   31     049   Deuel County, NE                                  2018           974          945         29      3.0
CN3105100000000   31     051   Dixon County, NE                                  2018         3,046        2,955         91      3.0
CN3105300000000   31     053   Dodge County, NE                                  2018        19,361       18,832        529      2.7
CN3105500000000   31     055   Douglas County, NE                                2018       293,923      284,929      8,994      3.1
CN3105700000000   31     057   Dundy County, NE                                  2018         1,161        1,135         26      2.2
CN3105900000000   31     059   Fillmore County, NE                               2018         3,159        3,081         78      2.5
CN3106100000000   31     061   Franklin County, NE                               2018         1,468        1,424         44      3.0
CN3106300000000   31     063   Frontier County, NE                               2018         1,506        1,468         38      2.5
CN3106500000000   31     065   Furnas County, NE                                 2018         2,627        2,560         67      2.6
CN3106700000000   31     067   Gage County, NE                                   2018        10,916       10,571        345      3.2
CN3106900000000   31     069   Garden County, NE                                 2018         1,192        1,164         28      2.3
CN3107100000000   31     071   Garfield County, NE                               2018         1,173        1,145         28      2.4
CN3107300000000   31     073   Gosper County, NE                                 2018         1,064        1,037         27      2.5
CN3107500000000   31     075   Grant County, NE                                  2018           416          405         11      2.6
CN3107700000000   31     077   Greeley County, NE                                2018         1,214        1,182         32      2.6
CN3107900000000   31     079   Hall County, NE                                   2018        31,628       30,629        999      3.2
CN3108100000000   31     081   Hamilton County, NE                               2018         4,682        4,566        116      2.5
