county,crime_rate_per_100000
"Gem, ID",161.8122977
"Okfuskee, OK",161.5900461
"Denton, TX",161.49857509999998
"Atascosa, TX",161.3827957
"Outagamie, WI",161.3573983
"Oktibbeha, MS",161.0831311
"Buchanan, VA",161.03742
"Jasper, IA",161.0218062
"Baraga, MI",161.0120759
"Beckham, OK",160.76490249999998
"Daviess, IN",160.4591601
"Nassau, FL",159.8203672
"Crow Wing, MN",159.7899
"Caldwell, NC",159.7755824
"Eau Claire, WI",159.7034642
"Delaware, IA",159.6897456
"Fairfield, OH",159.20250959999998
"Ritchie, WV",158.8404646
"Summit, UT",158.49919450000002
"Gloucester, NJ",158.4758755
"Lapeer, MI",158.39075
"Dade, MO",158.3531275
"Jackson, IA",158.2682391
"Piatt, IL",158.2182194
"Ontonagon, MI",158.1777918
"Steuben, NY",158.13482009999998
"Buckingham, VA",157.5630252
"Alger, MI",157.52993069999997
"Valley, MT",157.2739187
"Washington, OR",157.11824950000002
"Chippewa, MN",157.1156868
"Borden, TX",156.9858713
"Ferry, WA",156.94480769999998
"Lincoln, WI",156.88188540000002
"Chelan, WA",156.826693
"Madison, GA",156.8236091
"Foard, TX",156.61707130000002
"Bleckley, GA",156.60480780000003
"Mifflin, PA",156.5985928
"Long, GA",156.400385
"Iron, MI",156.30427230000004
"Fayette, OH",156.25
"Trinity, CA",156.1570494
"Liberty, FL",155.70727030000003
"Barry, MI",155.6762611
"Greenwood, KS",155.66625159999998
"Bolivar, MS",155.65802230000003
"Chatham, NC",155.6490115
"Westmoreland, PA",155.6132514
"Fisher, TX",155.60165980000002
"Bennington, VT",155.4870564
"West Feliciana, LA",155.4001554
"Pitkin, CO",155.3599171
"Nez Perce, ID",155.3300764
"Rutherford, NC",155.3258857
"Rockland, NY",155.1870815
"Arenac, MI",154.9686834
"Talbot, GA",154.8946716
"Meagher, MT",154.8786784
"Summers, WV",154.8330015
"Genesee, NY",154.74148080000003
"Ulster, NY",154.69784199999998
"Johnston, OK",154.6860783
"Prowers, CO",154.5846554
"Rawlins, KS",154.4998069
"Hall, TX",154.3686323
"Haines, AK",154.3209877
"Grady, GA",154.2843579
"Antrim, MI",154.04364569999998
"Dixon, NE",153.8198599
"Monona, IA",153.49194169999998
"Hardin, TX",153.38253600000002
"Twiggs, GA",153.28381090000002
"Clarion, PA",153.2371345
"Houston, TX",152.76504740000001
"Delta, TX",152.7300496
"Rio Grande, CO",152.50360080000002
"Oceana, MI",152.40998290000002
"Moniteau, MO",152.40030480000001
"Bertie, NC",152.37907980000003
"Santa Rosa, FL",152.08322990000002
"Limestone, AL",151.9500253
"Orange, NC",151.76128590000002
"Currituck, NC",151.6642072
"Spink, SD",151.2859304
"Sullivan, NH",151.2190583
"Lake, IL",151.0627736
"Union, IA",150.9973774
"DeSoto, MS",150.9747979
"Burlington, NJ",150.83023169999998
"Lincoln, ID",150.5174036
"Montgomery, MO",150.43877980000002
"Paulding, GA",150.3912896
"McLeod, MN",150.34244669999998
"Kerr, TX",150.14113269999999
"Jay, IN",150.02344119999998
"Marshall, KS",149.970006
"Latah, ID",149.692736
"Jackson, KS",149.6333982
"Johnson, KS",149.2239824
"Orleans, NY",149.1653842
"Simpson, MS",149.0909091
"Jackson, GA",149.0727999
"Grant, IN",149.00326940000002
"Southampton, VA",148.940865
"Judith Basin, MT",148.80952380000002
"McPherson, KS",148.80449119999997
"Pennington, MN",148.74628130000002
"Culpeper, VA",148.43524509999997
"Concho, TX",148.40465
"Shelby, OH",148.3981135
"Union, OR",148.13659750000002
"Bingham, ID",147.93552659999997
"Dickinson, KS",147.8912744
"Brazoria, TX",147.7704229
"Todd, MN",147.64990569999998
"Gasconade, MO",147.6410979
"Collin, TX",147.640674
"Marion, IA",147.3595573
"Pend Oreille, WA",147.33250619999998
"Young, TX",147.21116619999998
"Iowa, IA",146.96876909999997
"Grant, WI",146.8601304
"Prince William, VA",146.8375211
"Perry, MO",146.8120805
"Jefferson, PA",146.77756530000002
"Chittenden, VT",146.69466819999997
"Washburn, WI",146.627566
"Brunswick, NC",146.5728831
"Jackson, CO",146.5201465
"Columbia, WI",146.505922
"Fulton, AR",146.2938882
"Wise, TX",146.04768700000002
"Bradford, PA",146.02991210000002
"Columbia, OR",145.9143969
"Transylvania, NC",145.8833541
"Greer, OK",145.8434614
"Gibson, IN",145.7812686
"Cassia, ID",145.7288586
"Charlevoix, MI",145.4322783
"Smyth, VA",145.3304688
"Madison, TX",145.1273492
"Logan, KY",145.11087959999998
"Colfax, NM",145.10462809999999
"Grundy, MO",144.85755669999998
"Sabine, TX",144.7736705
"Mason, KY",144.69267280000003
"Dallas, IA",144.69259519999997
"Monroe, GA",144.5300919
"San Juan, CO",144.5086705
"Caledonia, VT",144.4298232
"Hot Springs, WY",144.4192284
"Jefferson Davis, LA",143.7653749
"Erath, TX",143.7288819
"York, ME",143.4079957
"Umatilla, OR",143.37851930000002
"Choctaw, MS",143.35204869999998
"Williamson, TX",143.0955343
"Greensville, VA",143.025408
"Ellis, TX",142.9707134
"Potter, PA",142.8816369
"Morgan, WV",142.87347130000003
"Story, IA",142.84786699999998
"Jo Daviess, IL",142.8125139
"Benton, MN",142.8061407
"Lemhi, ID",142.63485480000003
"Stafford, VA",142.5563646
"Power, ID",142.5055059
"Pontotoc, MS",142.4086481
"Island, WA",142.130176
"Goodhue, MN",142.0454545
"Sumter, FL",141.9817666
"Saline, MO",141.9232754
"Wabaunsee, KS",141.82385480000002
"Louisa, IA",141.8188264
"Rock, NE",141.74344440000002
"Hopkins, KY",141.5276408
"Wasco, OR",141.3039212
"Androscoggin, ME",141.25868930000001
"Morrow, OR",141.1432604
"Johnson, MO",141.097999
"Suffolk, NY",141.09131059999999
"Fulton, KY",140.9553641
"Habersham, GA",140.8775982
"Chautauqua, KS",140.7657658
"Charles Mix, SD",140.6774159
"Stephens, TX",140.586136
"Gratiot, MI",140.58330159999997
"Bailey, TX",140.56789430000003
"Kiowa, CO",140.54813769999998
"Harrison, KY",140.4039313
"Franklin, PA",140.05325969999998
"Clearwater, ID",139.9090591
"Orleans, VT",139.8652876
"Bell, KY",139.8601399
"Boone, KY",139.8241751
"Burleson, TX",139.7868251
"Aitkin, MN",139.75352560000002
"Scioto, OH",139.4700139
"St. John the Baptist, LA",139.39352390000002
"Sauk, WI",139.3242773
"Towns, GA",139.2628354
"Latimer, OK",139.21113689999999
"Lee, VA",138.9716101
"Graves, KY",138.8480948
"Woodford, KY",138.47675569999998
"Wayne, NY",138.41878169999998
"Archer, TX",138.2329225
"St. Charles, MO",138.1544599
"Bureau, IL",138.0079868
"Anoka, MN",137.83597519999998
"Val Verde, TX",137.7948707
"Hardin, IA",137.6067886
"Ontario, NY",137.4847621
"Isle of Wight, VA",137.4242764
"Allegany, NY",137.1884679
"Cheshire, NH",137.0578253
"Lorain, OH",137.0419414
"Delaware, NY",136.9804375
"Benton, IN",136.8769248
"Clark, KS",136.79890559999998
"Cass, MI",136.7751878
"Greene, NC",136.5862849
"Idaho, ID",136.5103003
"Manitowoc, WI",136.3850522
"Coal, OK",136.3558889
"Red River, TX",136.3271852
"Hale, AL",136.3105284
"Calhoun, FL",136.2212233
"Bollinger, MO",136.1088871
"Reeves, TX",136.0544218
"Charlton, GA",135.79781210000002
"Baca, CO",135.7957632
"Arlington, VA",135.6122113
"Darke, OH",135.558271
"Avery, NC",135.4937052
"Rice, MN",135.2826331
"Clay, MN",135.1774616
"Douglas, OR",134.65494669999998
"Pike, IN",134.0376882
"Goliad, TX",133.9584729
"Walthall, MS",133.949501
"Dunn, WI",133.72013959999998
"Roger Mills, OK",133.5826877
"Washington, ME",133.5818577
"Lamar, AL",133.4644563
"Love, OK",133.4428249
"Ohio, KY",133.4000334
"Montague, TX",133.3128237
"Otsego, NY",132.9377624
"Trigg, KY",132.93220459999998
"Cumberland, ME",132.7700241
"Knox, TX",132.73161670000002
"Ionia, MI",132.66118329999998
"Carlton, MN",132.5437112
"Lawrence, SD",132.4769169
"Alcona, MI",132.3501607
"Itawamba, MS",132.28642140000002
"Vermillion, IN",132.2584708
"Rio Blanco, CO",132.2168356
"McCulloch, TX",132.0528211
"Trinity, TX",132.0086153
"Sanders, MT",132.00739240000001
"Somerset, PA",131.9916362
"Rusk, WI",131.9902744
"Lincoln, NC",131.6779533
"Williamsburg, VA",131.52702879999998
"Chippewa, WI",131.4705696
"Holt, MO",131.3485114
"Osborne, KS",130.9586171
"Cortland, NY",130.6762496
"Griggs, ND",130.66202090000002
"Clinton, MI",130.3118362
"Clark, MO",130.2460203
"Manassas Park, VA",130.0390117
"Watauga, NC",129.8403727
"Ramsey, ND",129.8251688
"Washington, VT",129.8066387
"Lee, AR",129.80529209999997
"Moffat, CO",129.74128059999998
"Williamson, TN",129.7127717
"Merrimack, NH",129.38460600000002
"Highland, OH",129.333241
"Lawrence, AR",129.3280818
"Nelson, ND",129.2407108
"Tucker, WV",129.16188290000002
"Summit, CO",129.1493595
"Calumet, WI",128.98804850000002
"Shelby, KY",128.9126108
"Pondera, MT",128.8037353
"Campbell, WY",128.6947858
"Hood, TX",128.53227479999998
"Dawson, NE",128.0621308
"Venango, PA",127.99821920000001
"Nemaha, KS",127.9401634
"Franklin, ME",127.88981799999999
"Huntington, IN",127.7486342
"Susquehanna, PA",127.7018399
"Lewis, WV",127.6440554
"Wallace, KS",127.46972590000001
"Calloway, KY",127.46634089999999
"Frio, TX",127.31801829999999
"Columbia, PA",127.2512239
"Prince Edward, VA",127.18182620000002
"Calvert, MD",127.0942929
"San Juan, UT",126.8950778
"Howard, MO",126.7427123
"Emmet, MI",126.7350634
"Clinton, IL",126.6256892
"Wheeler, GA",126.43823490000001
"Yamhill, OR",126.0858774
"Ida, IA",126.0327685
"Chesterfield, VA",126.0126013
"Page, VA",125.9392973
"Somerset, ME",125.71074920000001
"Decatur, IN",125.5851125
"Bayfield, WI",125.3628926
"Big Horn, WY",125.0625313
"Randolph, GA",125.05210500000001
"Las Animas, CO",124.6019659
"Iberia, LA",124.52962990000002
"Huron, MI",124.1310824
"Irion, TX",124.06947890000001
"Sullivan, MO",124.06947890000001
"Park, CO",124.0617828
"Dewey, OK",123.86457469999999
"York, VA",123.73809779999999
"Pike, PA",123.6945804
"Kent, RI",123.61014329999999
"Jackson, TX",123.36371740000001
"Kendall, IL",123.16921940000002
"Wood, TX",122.9140075
"Caroline, VA",122.8752816
"Fulton, PA",122.6993865
"Clinton, PA",122.6410372
"Christian, IL",122.4561199
"Henry, IL",122.3425592
"Yoakum, TX",122.18963829999998
"Garfield, CO",122.15978500000001
"Marshall, KY",122.1589996
"Washington, NY",122.0420649
"Wilkin, MN",122.00701540000001
"Morris, KS",121.9299774
"Jefferson, WI",121.8805098
"Marathon, WI",121.84675370000001
"Tyrrell, NC",121.6841081
"Montgomery, VA",121.6127725
"Grafton, NH",121.61242460000001
"Midland, MI",121.5457763
"Essex, NY",121.2527733
"Livingston, MO",121.0409522
"Louisa, VA",120.7836206
"Wyoming, NY",120.3919963
"Nodaway, MO",120.3731568
"Lincoln, ME",120.2769303
"Wayne, PA",120.27624740000002
"Whitley, KY",120.2259129
"Washington, VA",120.20325279999999
"Ballard, KY",120.0192031
"Evans, GA",120.0036924
"Ellis, OK",119.9040767
"Patrick, VA",119.77351920000001
"Alfalfa, OK",119.71951429999999
"Baxter, AR",119.63766880000001
"Sublette, WY",119.51000900000001
"Dakota, NE",119.3488328
"Worth, IA",119.3475666
"Hood River, OR",119.0738699
"Grant, WV",119.05774299999999
"Clay, WV",118.99610559999999
"Pulaski, KY",118.9228097
"Clarke, VA",118.48341229999998
"Callahan, TX",118.2994455
"Minidoka, ID",118.2732111
"Niobrara, WY",118.0637544
"Rockingham, NH",118.00731440000001
"Seminole, OK",117.98945959999999
"Hand, SD",117.959304
"Schley, GA",117.90135590000001
"Linn, OR",117.87984679999998
"Camden, NC",117.79719250000001
"Augusta, VA",117.70754409999999
"Campbell, VA",117.67900790000002
"Albany, WY",117.57789540000002
"Walworth, WI",117.53849140000001
"Oconee, GA",117.5260761
"Dakota, MN",117.5004712
"Wetzel, WV",117.2549988
"Major, OK",117.14174150000001
"Shenandoah, VA",117.1399119
"Bullitt, KY",117.1051604
"Winston, MS",117.09601869999999
"Pacific, WA",117.0845936
"Meeker, MN",116.78705829999998
"Custer, CO",116.68611440000001
"Wilkinson, GA",116.6242578
"Greene, OH",116.4187152
"Starke, IN",116.39436129999999
"Freeborn, MN",116.3241567
"Miami, IN",116.21472050000001
"Jefferson, WV",116.20939479999998
"Barren, KY",116.20610309999999
"Hancock, OH",116.13635459999999
"Fremont, ID",116.03620330000001
"Nobles, MN",115.64972009999998
"Sherman, OR",115.54015020000001
"Hardin, KY",115.5364125
"Chickasaw, MS",115.53347579999999
"Skamania, WA",115.3095618
"Waseca, MN",115.1953084
"Craig, VA",115.16314779999999
"Chenango, NY",115.1445367
"Montgomery, IA",115.11895630000001
"Klickitat, WA",115.0196492
"Bourbon, KY",115.01150120000001
"Cerro Gordo, IA",114.74469309999999
"Marshall, IN",114.6277781
"Parker, TX",114.4805548
"Harrison, MO",114.4033863
"Mason, WV",114.2815011
"Montgomery, NY",114.23532479999999
"Lincoln, AR",114.0332122
"Franklin, IA",113.76564280000001
"Schuyler, NY",113.75948000000001
"Oxford, ME",113.4835973
"Santa Cruz, AZ",113.3253507
"Harris, GA",113.278021
"Butler, PA",113.2221959
"Tioga, PA",113.0395874
"Stevens, MN",112.99435030000001
"Missaukee, MI",112.9493057
"Jefferson, MT",112.9256428
"New Kent, VA",112.7800277
"Faribault, MN",112.74751599999999
"Kittitas, WA",112.53441880000001
"Douglas, NV",112.48355190000001
"Windsor, VT",112.36556259999999
"Adams, WI",112.3046875
"Adams, PA",112.2643925
"Nelson, KY",112.2586439
"Macon, NC",112.2367605
"Pickaway, OH",111.8925831
"Nemaha, NE",111.77867820000002
"Daniels, MT",111.6694584
"Bandera, TX",111.64506580000001
"Hanover, VA",111.51682620000001
"Cheyenne, KS",111.3585746
"Carter, MO",111.27006840000001
"Cabarrus, NC",111.09568119999999
"Alexander, NC",111.0208503
"Gaines, TX",110.9877913
"Waushara, WI",110.9786674
"Benton, OR",110.8660253
"St. Lawrence, NY",110.75087309999999
"Martin, KY",110.6981893
"Buffalo, NE",110.6633537
"Parmer, TX",110.3863522
"Dawes, NE",110.03521129999999
"Rice, KS",109.87913300000001
"Frederick, VA",109.445517
"Madison, NC",109.40919040000001
"Scott, MN",109.3039524
"Sac, IA",109.224506
"Tripp, SD",109.1305929
"Sweet Grass, MT",109.02153179999999
"Waupaca, WI",109.0178828
"Cheboygan, MI",108.83930649999999
"Cedar, IA",108.7370195
"Sherburne, MN",108.69806340000001
"Wadena, MN",108.6641553
"Kendall, TX",108.563258
"Phelps, NE",108.54227720000002
"Gove, KS",108.3423619
"Washington, IN",107.9913607
"Westmoreland, VA",107.8809902
"Watonwan, MN",107.74894499999999
"Logan, OH",107.7372969
"Brewster, TX",107.68899420000001
"Turner, SD",107.64262649999999
"Poquoson, VA",107.4025116
"Whitman, WA",107.36525659999998
"Clarke, IA",107.23860590000001
"Barnes, ND",107.23860590000001
"Gogebic, MI",106.8107565
"Clinton, NY",106.6294077
"Jackson, WI",106.5684945
"Coos, NH",106.2599619
"Gallatin, KY",106.2072221
"Cheyenne, CO",105.8201058
"Grayson, VA",105.5339358
"Vinton, OH",105.45344979999999
"Clay, MO",105.43534380000001
"Brooke, WV",105.32080719999999
"Hoke, NC",105.21803519999999
"Alleghany, VA",105.1915104
"Portage, WI",105.1435067
"Porter, IN",105.0691355
"Delta, CO",104.9765443
"Effingham, IL",104.93485290000001
"Lynn, TX",104.8401188
"McHenry, IL",104.7464453
"Madison, MO",104.57726650000001
"Wayne, MO",104.4464339
"Ocean, NJ",104.21416009999999
"Bristol Bay, AK",104.16666670000001
"Clackamas, OR",104.0531804
"Saline, NE",104.05105440000001
"Albemarle, VA",103.88349509999999
"Gilmer, WV",103.7822878
"Republic, KS",103.73443979999999
"Lincoln, MS",103.4185579
"LaSalle, IL",103.40247629999999
"Lafayette, MO",103.20857240000001
"Ashe, NC",103.12695670000001
"Lincoln, MN",102.915952
"Chouteau, MT",102.5816379
"Monroe, MO",102.5757921
"Hodgeman, KS",102.5641026
"Bucks, PA",102.396264
"Tipton, IN",102.23642170000001
"Wythe, VA",102.2355507
"Rockwall, TX",102.0587718
"Monroe, WI",101.5497373
"Nelson, VA",101.42673609999999
"Boundary, ID",101.3544642
"Stevens, WA",101.31245679999999
"Sioux, IA",101.3112571
"Wilson, TX",101.2814303
"Greene, VA",101.0423314
"Bonner, ID",100.7395759
"Platte, MO",100.73947059999999
"Otter Tail, MN",100.72767059999998
"Fayette, TX",100.7211635
"Barron, WI",100.7093441
"Trego, KS",100.67114090000001
"Carroll, KY",100.4291062
"Randolph, IL",100.33444820000001
"Grant, MN",100.18367009999999
"Chase, NE",100.0
"Wyoming, PA",99.98928686
"Red Willow, NE",99.94548428
"Gray, KS",99.85022466
"Castro, TX",99.626401
"Norton, VA",99.57679861
"James City, VA",99.26825118
"Logan, OK",99.05002026
"Douglas, WA",98.80671886
"Franklin, NY",98.6689367
"Stephenson, IL",98.41677364
"Pickett, TN",98.23182711
"King and Queen, VA",98.17671809
"Hendricks, IN",98.12904945
"Martin, MN",97.93360102
"Centre, PA",97.81020958
"Lee, IL",97.53858512
"Texas, MO",97.51911375
"Pembina, ND",97.47945969
"Scott, VA",97.17314488
"Fulton, NY",97.09449309
"Armstrong, PA",96.90633856
"Choctaw, AL",96.82705199
"Rosebud, MT",96.47336263
"Perry, KY",96.39414495
"Grayson, KY",96.16494211
"Henry, OH",96.11277232
"Mellette, SD",96.10764056
"Adair, KY",96.09224856
"Pendleton, KY",96.08785175
"Todd, KY",95.97696553
"Camas, ID",95.96928983
"Apache, AZ",95.92126116
"Doddridge, WV",95.87727709
"Worth, MO",95.69377990000001
"Warren, VA",95.60970568
"Prairie, AR",95.53379508
"Craig, OK",95.41984733
"Coahoma, MS",95.30617107
"Oldham, TX",95.14747859
"Gloucester, VA",95.0209046
"Montgomery, MS",94.75978395
"Gallia, OH",94.70624735
"Cass, NE",94.64842055
"DuPage, IL",94.62240083
"Ashtabula, OH",94.17799641
"Schuyler, IL",94.0354648
"Allen, LA",93.98128206
"Sheridan, WY",93.88412017
"Nicollet, MN",93.84838944
"Sharp, AR",93.84714646
"Franklin, TX",93.80863039
"Mercer, KY",93.68120287
"Clay, KY",93.61542782
"Atoka, OK",93.53863865
"Preble, OH",93.45346497
"Jackson, SD",93.28358209
"Bergen, NJ",93.26422631
"Steele, MN",93.24009324
"Attala, MS",93.18217114
"Mercer, ND",93.10986965
"Douglas, MN",93.03598303
"Crawford, PA",92.70280168
"Madison, MS",92.61841214
"Greenbrier, WV",92.58220177
"King George, VA",92.27312846
"Hubbard, MN",91.97405364
"Presque Isle, MI",91.86954525
"Kearney, NE",91.63103238
"Cherokee, GA",91.51244303
"Edmonson, KY",91.19548997
"Yancey, NC",91.08505067
"Clay, AR",90.89728607
"Madison, MT",90.76763485
"Davis, UT",90.65676479999999
"Penobscot, ME",90.63404709999999
"Dodge, NE",90.37381898
"Northumberland, VA",90.16393443
"Effingham, GA",89.98090201
"Mathews, VA",89.91794987
"Jefferson, OR",89.85575786
"Marion, KY",89.7979546
"Rockbridge, VA",89.65795490000001
"Washington, WI",89.64961315
"Leon, TX",89.59503046
"Real, TX",89.55223881
"Orange, VA",89.36550492
"Jefferson, IA",89.23259964
"Cheyenne, NE",89.18838569
"Laurel, KY",88.98141464
"Norton, KS",88.93632159
"Shawano, WI",88.85046707
"Falls Church, VA",88.83624519
"Jeff Davis, TX",88.77052818
"Giles, VA",88.62629247
"Jackson, OH",88.46048257
"Livingston, MI",88.37418606
"Defiance, OH",88.23834735
"Morgan, CO",88.01577243
"Botetourt, VA",87.87346221
"Hamilton, NE",87.79631255
"Fall River, SD",87.73212458
"Fairfax, VA",87.59854837
"Fairfax, VA",87.59854837
"Fairfax, VA",79.75779097
"Fairfax, VA",79.75779097
"Lincoln, WA",87.37015824
"Dickens, TX",87.29812309
"Morgan, OH",87.22490607
"Traverse, MN",87.08272859
"Carroll, VA",87.00599003
"King William, VA",86.97272784
"Hughes, OK",86.81183535
"Wood, OH",86.64438668
"Union, KY",86.49943443
"Champaign, OH",86.17412242
"Keith, NE",86.10086101
"Butler, KY",85.98452279
"Prince George, VA",85.89912222
"Richland, ND",85.68455842
"Bledsoe, TN",85.66311035
"Livingston, KY",85.47921787
"Forsyth, GA",85.46352447
"Meigs, OH",85.12087164
"Houston, MN",85.11091015
"Madison, NE",85.0388344
"Athens, OH",85.03269894
"Livingston, NY",85.00115911
"Warren, OH",84.86601664
"Kossuth, IA",84.8508583
"Allamakee, IA",84.69193309
"Stark, IL",84.64533604
"Ripley, IN",84.45054365
"Loudoun, VA",84.36308729
"Aroostook, ME",84.21954179
"Charles City, VA",84.15147265
"Bear Lake, ID",84.13259297
"McLean, ND",84.06010297
"Jones, GA",84.00714061
"Dickenson, VA",83.94679065
"Potter, SD",83.54218881
"Crook, WY",83.51893096
"Medina, OH",83.46911357
"Union, GA",83.46471297
"Crosby, TX",83.45852112
"Madison, VA",83.33333333
"Bristol, RI",83.29947176
"Carson, TX",83.19467554
"Madison, OH",83.18506366
"Rankin, MS",83.12495316
"Douglas, CO",83.01657390000001
"Tompkins, NY",82.99796365
"Portage, OH",82.99666793
"Nance, NE",82.80430582
"Ottawa, KS",82.75405495
"Teton, MT",82.44023083
"Rush, IN",82.33356857
"Sterling, TX",82.03445447
"Winona, MN",81.98001249
"San Juan, WA",81.88976378
"Fauquier, VA",81.83671344
"Pepin, WI",81.52173913
"Madison, NY",81.51197812
"Cleveland, AR",81.46165484
"Sanpete, UT",81.45341219
"Becker, MN",81.24943577
"Kimball, NE",81.03727715
"Middlesex, CT",80.93644677
"Harlan, KY",80.70458613
"Curry, OR",80.57657012
"Pike, AR",80.52250157
"Pike, MO",80.34709947
"Andrew, MO",80.25222127
"Rappahannock, VA",80.23535705
"Blackford, IN",80.12178511
"Madison, ID",80.10680908
"Warren, NJ",80.09014798
"Fulton, OH",80.02259462
"Chisago, MN",79.98363126
"Glasscock, TX",79.93605116
"Lamoille, VT",79.78617306
"Price, WI",79.69859441
"Yates, NY",79.50389569
"Crawford, OH",79.42440665
"Elk, PA",79.41802471
"Harding, SD",79.23930269
"Clearwater, MN",79.20343969
"Gillespie, TX",78.8736838
"Hancock, GA",78.83770695
"Clayton, IA",78.77116975
"Martin, IN",78.74015748
"Lawrence, IL",78.51189757
"Ralls, MO",78.49293564
"Fayette, GA",78.43861025
"Clermont, OH",78.41452816
"Bosque, TX",78.40940913
"Polk, NC",78.38910391
"San Miguel, CO",78.14535035
"Newton, IN",78.08617875
"Franklin, ID",77.79679477
"Stone, MS",77.70870337
"Greeley, KS",77.51937985
"Cottonwood, MN",77.47933884
"Roseau, MN",77.31958763
"Van Wert, OH",77.304192
"Meade, SD",77.20020587
"Thayer, NE",77.08614377
"Rooks, KS",77.07129094
"Dodge, WI",76.97183736
"Forest, WI",76.70392286
"Hancock, ME",76.57945118
"Hancock, WV",75.93014427
"Rockingham, VA",75.89302942
"Knox, ME",75.85335019
"Winnebago, IA",75.80064431
"Knox, KY",75.49543882
"Cumberland, PA",75.45229922
"Delaware, OH",75.14366496
"Beaverhead, MT",74.93844342
"Sutton, TX",74.8876685
"Montmorency, MI",74.86631016
"Guthrie, IA",74.85730327
"Buena Vista, VA",74.85029940000001
"Monroe, MS",74.75910954
"Clay, IN",74.61851285
"Benzie, MI",74.59260959
"Emery, UT",74.42552796
"Bottineau, ND",74.22802850000001
"Wahkiakum, WA",74.22068283
"Custer, NE",74.12898443
"Harrison, IN",74.04948548
"Goochland, VA",73.98501803
"Fulton, IN",73.35322021
"Scotts Bluff, NE",73.27399045
"Pope, MN",73.17965606
"Morrison, MN",73.01046483
"Tallahatchie, MS",72.93946025
"Green, WI",72.79590186
"Wayne, KY",72.54086469
"Daviess, MO",72.34145165
"McCreary, KY",72.26638501
"Wayne, OH",72.12938099
"Lancaster, VA",71.76175099
"Door, WI",71.69486665
"Green, KY",71.55635063
"Utah, UT",71.39090871
"Morrow, OH",71.36128793
"Union, PA",71.32190697
"O'Brien, IA",71.20478496
"Nicholas, KY",71.03281716
"Platte, NE",70.75834487
"Murray, MN",70.31524669
"Morris, NJ",70.28476342
"Lewis, NY",69.98416148
"Weston, WY",69.85191394
"Clatsop, OR",69.80990227
"Hocking, OH",69.77149834
"Hitchcock, NE",69.63788301
"Deuel, SD",69.44444444
"Knox, OH",69.06758757
"Yellow Medicine, MN",69.01311249
"Iroquois, IL",69.00835001
"Yuma, CO",68.95872328
"Lee, KY",68.87052342
"Schuyler, MO",68.83891693
"St. Croix, WI",68.66053765
"Juniata, PA",68.6369509
"DeKalb, IN",68.54657622
"Washington, OH",68.5043223
"Perkins, NE",68.46970216
"LaGrange, IN",68.42825561
"Saratoga, NY",68.34476135
"Davis, IA",68.25162098
"Johnson, KY",68.23318692
"Audubon, IA",68.10829218
"Nuckolls, NE",67.98096533
"Washington, MN",67.72018183
"Trempealeau, WI",67.60868095
"Adams, OH",67.60362925
"Ascension, LA",67.31181104
"Moultrie, IL",67.22237161
"Hamlin, SD",67.10283509
"Pendleton, WV",66.92544505
"Adair, IA",66.91648822
"Jefferson, ID",66.87969087
"Litchfield, CT",66.87209775
"Somerset, NJ",66.85118805
"Tishomingo, MS",66.5676686
"Woods, OK",66.36434023
"Houghton, MI",66.25258799
"Ashland, OH",65.9842015
"Marquette, WI",65.89351608
"Osage, MO",65.75102279
"Grundy, IL",65.70040615
"Clay, GA",65.68144499
"Tioga, NY",65.68079135
"Hot Spring, AR",65.67164179
"Hancock, IN",65.66538596
"Fluvanna, VA",65.44250683
"Holmes, MS",65.11829824
"Meade, KY",65.04621705
"Middlesex, VA",65.04367218
"Grundy, IA",64.96670456
"Chickasaw, IA",64.92979466
"Miami, OH",64.77247460000001
"Carroll, IN",64.72169670000001
"Matanuska-Susitna, AK",64.08101521
"Harrison, OH",64.01229036
"Rowan, KY",63.75653504
"Moore, TN",63.48198699
"Pike, OH",63.45401347
"Lee, MS",63.27630654
"Hickman, KY",63.22444679
"Wright, MN",63.04973924
"Carver, MN",62.78646324
"Tattnall, GA",62.68118781
"Throckmorton, TX",62.5
"Casey, KY",62.23937263
"Windham, CT",62.07271862
"Amite, MS",62.02031165
"Newton, AR",62.00396825
"Antelope, NE",61.95786865
"Waukesha, WI",61.95362111
"Pike, GA",61.81164307
"Dubois, IN",61.37721017
"Washington, RI",60.98575151
"Scotland, MO",60.96321886
"De Witt, IL",60.90133983
"Burt, NE",60.84575601
"McDuffie, GA",60.28286575
"Hudspeth, TX",60.27727547
"Webster, MS",60.07810153
"Lincoln, WY",59.89980396
"Breckinridge, KY",59.88023952
"Addison, VT",59.79723302
"Schoharie, NY",59.66587112
"Treutlen, GA",59.59475566
"Ringgold, IA",59.14826498
"Garrard, KY",59.11912504
"Lewis, MO",59.10165485
"Washakie, WY",59.08070424
"Custer, SD",59.04581956
"Cumberland, KY",58.918839299999995
"Brunswick, VA",58.91710364
"Noble, IN",58.86062645
"Orange, VT",58.79301401
"Hanson, SD",58.73715125
"Woodford, IL",58.56440812
"McCone, MT",58.51375073
"Jackson, MN",58.47953216
"Teton, ID",58.39416058
"Johnson, NE",58.32037325
"Parke, IN",58.13277526
"Green Lake, WI",58.01993776
"Juab, UT",57.98221879
"Floyd, VA",57.95981453
"Somervell, TX",57.75005775
"Sussex, NJ",57.53739931
"Sagadahoc, ME",57.12164053
"Hancock, MS",57.06008866
"Hardin, OH",56.88821466
"Columbia, GA",56.861818400000004
"Lawrence, KY",56.76084763
