,Total,county,population,Poverty_Rate
1113,5365,"Harford, MD",249215,2.1527596653491967
1114,6193,"Howard, MD",304580,2.0332917460109003
1115,365,"Kent, MD",19944,1.8301243481748897
1116,22644,"Montgomery, MD",1016677,2.227256050840139
1117,30916,"Prince George's, MD",890081,3.473391747492644
1118,804,"Queen Anne's, MD",48517,1.6571511016757012
1119,2271,"St. Mary's, MD",109633,2.071456586976549
1120,718,"Somerset, MD",26273,2.7328436036996155
1121,590,"Talbot, MD",37931,1.5554559595054176
1122,3761,"Washington, MD",149588,2.5142391100890444
1123,1705,"Wicomico, MD",100896,1.6898588645734223
1124,1085,"Worcester, MD",51620,2.1018984889577683
1125,3727,"Barnstable, MA",214990,1.7335690032094515
1126,1819,"Berkshire, MA",129585,1.4037118493652814
1127,11385,"Bristol, MA",552780,2.05958971019212
1128,100,"Dukes, MA",17256,0.5795085767269356
1129,16068,"Essex, MA",762550,2.1071405153760407
1130,1010,"Franklin, MA",71221,1.4181210597997782
1131,9919,"Hampden, MA",467319,2.1225330020820894
1132,1850,"Hampshire, MA",159596,1.1591769217273615
1133,24267,"Middlesex, MA",1552802,1.5627877862084156
1134,82,"Nantucket, MA",10399,0.7885373593614772
1135,12967,"Norfolk, MA",687802,1.8852809384096003
1136,11140,"Plymouth, MA",501915,2.2194993176135402
1137,13474,"Suffolk, MA",755503,1.783447583927529
1138,15431,"Worcester, MA",809106,1.9071666753181906
1139,210,"Alcona, MI",10578,1.9852524106636416
1140,123,"Alger, MI",9522,1.29174543163201
1141,1659,"Allegan, MI",112531,1.4742604260159422
1142,296,"Alpena, MI",29091,1.0174968203224366
1143,421,"Antrim, MI",23370,1.8014548566538298
1144,300,"Arenac, MI",15487,1.9371085426486732
1145,84,"Baraga, MI",8695,0.9660724554341575
1146,904,"Barry, MI",59097,1.5296884782645481
1147,1444,"Bay, MI",106832,1.351654934850981
1148,267,"Benzie, MI",17428,1.5320174431948588
1149,2932,"Berrien, MI",155252,1.8885424986473605
1150,614,"Branch, MI",43649,1.4066759834131366
1151,2185,"Calhoun, MI",135012,1.618374662992919
1152,1091,"Cass, MI",51910,2.1017145058755538
1153,427,"Charlevoix, MI",26129,1.6341995483945042
1154,321,"Cheboygan, MI",25726,1.2477649070978778
1155,611,"Chippewa, MI",38696,1.5789745710150922
1156,718,"Clare, MI",30569,2.348784716542903
1157,951,"Clinton, MI",76739,1.2392655624910411
1158,199,"Crawford, MI",13904,1.4312428078250863
1159,575,"Delta, MI",36905,1.5580544641647474
1160,270,"Dickinson, MI",26098,1.0345620354050118
1161,1993,"Eaton, MI",108348,1.8394432753719496
1162,404,"Emmet, MI",33140,1.2190706095353048
1163,8200,"Genesee, MI",415376,1.9741150186818688
1164,455,"Gladwin, MI",25493,1.7848036715961242
1165,158,"Gogebic, MI",15916,0.9927117366172405
1166,1324,"Grand Traverse, MI",89987,1.4713236356362587
1167,422,"Gratiot, MI",41968,1.0055280213495996
1168,791,"Hillsdale, MI",46101,1.7157979219539705
1169,268,"Houghton, MI",36225,0.7398205659075224
1170,299,"Huron, MI",32224,0.9278798411122144
1171,4131,"Ingham, MI",282234,1.463679074810264
1172,1161,"Ionia, MI",64073,1.8119956924133411
1173,381,"Iosco, MI",25429,1.4982893546737976
1174,62,"Iron, MI",11516,0.538381382424453
1175,777,"Isabella, MI",70436,1.1031290817195754
1176,2862,"Jackson, MI",160369,1.7846341874052964
1177,3408,"Kalamazoo, MI",256725,1.3274905054046158
1178,416,"Kalkaska, MI",17196,2.4191672481972555
1179,10254,"Kent, MI",621700,1.6493485603989062
1180,5,"Keweenaw, MI",2191,0.22820629849383844
1181,202,"Lake, MI",11386,1.7741085543650097
1182,1919,"Lapeer, MI",88389,2.1710846372286143
1183,269,"Leelanau, MI",21747,1.236952223295167
1184,1577,"Lenawee, MI",99188,1.589910069766504
1185,2946,"Livingston, MI",184443,1.597241424179828
1186,80,"Luce, MI",6502,1.2303906490310674
1187,238,"Mackinac, MI",11061,2.151704185878311
1188,16086,"Macomb, MI",854769,1.8819119551598151
1189,358,"Manistee, MI",24450,1.4642126789366054
1190,645,"Marquette, MI",67700,0.9527326440177253
1191,452,"Mason, MI",28605,1.580143331585387
1192,460,"Mecosta, MI",43108,1.0670873155794747
1193,388,"Menominee, MI",23791,1.6308688159388005
1194,1036,"Midland, MI",83919,1.2345237669657645
1195,232,"Missaukee, MI",15051,1.5414258188824663
1196,2693,"Monroe, MI",150376,1.7908442836622864
1197,1071,"Montcalm, MI",63105,1.697171381031614
1198,242,"Montmorency, MI",9350,2.588235294117647
1199,3866,"Muskegon, MI",171008,2.260712949101796
1200,1217,"Newaygo, MI",48001,2.5353638465865296
1201,18665,"Oakland, MI",1231640,1.5154590627131304
1202,568,"Oceana, MI",26245,2.1642217565250523
1203,367,"Ogemaw, MI",21234,1.7283601770745034
1204,77,"Ontonagon, MI",6322,1.2179689971527998
1205,375,"Osceola, MI",23259,1.6122791177608669
1206,101,"Oscoda, MI",8379,1.2053944384771453
1207,392,"Otsego, MI",24129,1.624601102407891
1208,4285,"Ottawa, MI",272701,1.5713180369708948
1209,252,"Presque Isle, MI",13062,1.929260450160772
1210,315,"Roscommon, MI",24014,1.31173482135421
1211,3485,"Saginaw, MI",196542,1.773157900092601
1212,3162,"St. Clair, MI",160469,1.9704740479469556
1213,1196,"St. Joseph, MI",60964,1.961813529295978
1214,601,"Sanilac, MI",41823,1.4370083446907205
1215,106,"Schoolcraft, MI",8247,1.2853158724384626
1216,1076,"Shiawassee, MI",68900,1.5616835994194485
1217,1004,"Tuscola, MI",54263,1.8502478668706117
1218,1420,"Van Buren, MI",75455,1.8819163739977471
1219,4207,"Washtenaw, MI",354240,1.1876129177958445
1220,41788,"Wayne, MI",1775273,2.3538914859855358
1221,548,"Wexford, MI",32645,1.6786644202787564
1222,157,"Aitkin, MN",15742,0.9973319781476305
1223,6293,"Anoka, MN",339534,1.8534226321958918
1224,581,"Becker, MN",33231,1.7483674881887394
1225,843,"Beltrami, MN",45670,1.8458506678344648
1226,362,"Benton, MN",39214,0.9231396950068853
1227,20,"Big Stone, MN",5122,0.3904724716907458
1228,428,"Blue Earth, MN",65528,0.6531559028201686
1229,153,"Brown, MN",25332,0.6039791567977262
1230,573,"Carlton, MN",35460,1.6159052453468696
1231,888,"Carver, MN",95562,0.9292396559301814
1232,504,"Cass, MN",28555,1.765014883558046
1233,106,"Chippewa, MN",12093,0.8765401471925907
1234,769,"Chisago, MN",53761,1.4304049403842933
1235,519,"Clay, MN",60661,0.8555744217866503
1236,125,"Clearwater, MN",8838,1.414347137361394
1237,56,"Cook, MN",5200,1.0769230769230769
1238,199,"Cottonwood, MN",11616,1.7131542699724518
1239,482,"Crow Wing, MN",63208,0.7625617010504999
1240,4653,"Dakota, MN",408509,1.1390201929455654
1241,310,"Dodge, MN",20349,1.5234163840974986
1242,227,"Douglas, MN",36545,0.6211520043781639
1243,144,"Faribault, MN",14191,1.014727644281587
1244,207,"Fillmore, MN",20835,0.9935205183585313
1245,290,"Freeborn, MN",30948,0.937055706346129
1246,655,"Goodhue, MN",46464,1.4096935261707988
1247,73,"Grant, MN",5989,1.218901319084989
1248,13614,"Hennepin, MN",1198778,1.135656476845588
1249,129,"Houston, MN",18799,0.6862067131230385
1250,280,"Hubbard, MN",20658,1.3554071062058284
1251,779,"Isanti, MN",38204,2.039053502251073
1252,965,"Itasca, MN",45564,2.1179000965674657
1253,118,"Jackson, MN",10260,1.1500974658869396
1254,245,"Kanabec, MN",15996,1.5316329082270568
1255,563,"Kandiyohi, MN",42410,1.3275170950247583
1256,23,"Kittson, MN",4503,0.5107705973795247
1257,86,"Koochiching, MN",13206,0.6512191428138725
1258,59,"Lac qui Parle, MN",7027,0.8396186139177457
1259,141,"Lake, MN",10777,1.308341839101791
1260,23,"Lake of the Woods, MN",3929,0.5853906846525834
1261,341,"Le Sueur, MN",27810,1.2261776339446242
1262,43,"Lincoln, MN",5830,0.7375643224699828
1263,165,"Lyon, MN",25487,0.6473888649115235
1264,408,"McLeod, MN",35918,1.1359207082799712
1265,183,"Mahnomen, MN",5532,3.308026030368764
1266,96,"Marshall, MN",9425,1.0185676392572944
1267,108,"Martin, MN",20422,0.528841445499951
1268,238,"Meeker, MN",23119,1.0294562913620833
1269,485,"Mille Lacs, MN",25833,1.8774435799171603
1270,295,"Morrison, MN",32872,0.8974202969092235
1271,422,"Mower, MN",39327,1.073054135835431
1272,54,"Murray, MN",8533,0.6328372202039142
1273,300,"Nicollet, MN",33032,0.9082102203923468
1274,171,"Nobles, MN",21617,0.7910440856733126
1275,53,"Norman, MN",6631,0.7992761272809531
1276,1707,"Olmsted, MN",149226,1.1439025370913916
1277,559,"Otter Tail, MN",57581,0.970806342369879
1278,85,"Pennington, MN",14118,0.6020682816262927
1279,401,"Pine, MN",29104,1.3778174821330402
1280,76,"Pipestone, MN",9270,0.8198489751887811
1281,189,"Polk, MN",31569,0.598688586904875
1282,86,"Pope, MN",10932,0.7866813025978778
1283,8928,"Ramsey, MN",526714,1.6950375346013207
1284,41,"Red Lake, MN",4057,1.01059896475228
1285,131,"Redwood, MN",15744,0.8320630081300813
1286,104,"Renville, MN",15166,0.6857444283265198
1287,633,"Rice, MN",65049,0.9731125766729696
1288,60,"Rock, MN",9520,0.6302521008403361
1289,126,"Roseau, MN",15520,0.8118556701030929
1290,2140,"St. Louis, MN",200540,1.0671187792959012
1291,2015,"Scott, MN",137232,1.4683164276553573
1292,1165,"Sherburne, MN",90158,1.2921759577630383
1293,171,"Sibley, MN",15072,1.1345541401273884
1294,1197,"Stearns, MN",152092,0.7870236435841464
1295,380,"Steele, MN",36465,1.0420951597422186
1296,78,"Stevens, MN",9735,0.8012326656394453
1297,120,"Swift, MN",9546,1.257071024512885
1298,388,"Todd, MN",24382,1.5913378722008038
1299,44,"Traverse, MN",3445,1.2772133526850507
1300,279,"Wabasha, MN",21443,1.3011239099006668
1301,66,"Wadena, MN",13804,0.47812228339611706
1302,198,"Waseca, MN",19098,1.0367577756833177
1303,3588,"Washington, MN",246603,1.4549701341832824
1304,169,"Watonwan, MN",11137,1.5174643081619825
1305,57,"Wilkin, MN",6557,0.8692999847491232
1306,534,"Winona, MN",51232,1.042317301686446
1307,1252,"Wright, MN",128470,0.9745465867517709
1308,53,"Yellow Medicine, MN",10143,0.5225278517203983
1309,1050,"Adams, MS",32090,3.272047366780929
1310,906,"Alcorn, MS",37316,2.4279129595883804
1311,296,"Amite, MS",12899,2.294751531126444
1312,762,"Attala, MS",19317,3.944711911787545
1313,198,"Benton, MS",8571,2.310115505775289
1314,973,"Bolivar, MS",34049,2.8576463332256457
1315,442,"Calhoun, MS",14734,2.9998642595357676
1316,229,"Carroll, MS",10385,2.2051035146846414
1317,510,"Chickasaw, MS",17311,2.946103633527815
1318,219,"Choctaw, MS",8371,2.6161748894994625
1319,379,"Claiborne, MS",9253,4.095968874959473
1320,559,"Clarke, MS",16415,3.405421870240634
1321,719,"Clay, MS",20408,3.52312818502548
1322,977,"Coahoma, MS",25182,3.879755380827575
1323,1027,"Copiah, MS",28921,3.551052868158086
1324,664,"Covington, MS",19423,3.4186274005045565
1325,4955,"DeSoto, MS",168240,2.9451973371374227
1326,1943,"Forrest, MS",77059,2.5214446073787617
1327,373,"Franklin, MS",7931,4.703063926364897
1328,548,"George, MS",23159,2.3662507016710568
1329,268,"Greene, MS",14244,1.8814939623701208
1330,627,"Grenada, MS",21612,2.9011660188784005
1331,1733,"Hancock, MS",45566,3.803274371241715
1332,4537,"Harrison, MS",196500,2.3089058524173027
1333,7522,"Hinds, MS",244899,3.071470279584645
1334,988,"Holmes, MS",18428,5.361406555242023
1335,372,"Humphreys, MS",8922,4.169468728984533
1336,33,"Issaquena, MS",1395,2.3655913978494625
1337,913,"Itawamba, MS",23434,3.8960484765725014
1338,4225,"Jackson, MS",140450,3.008187967248131
1339,549,"Jasper, MS",16470,3.3333333333333335
1340,309,"Jefferson, MS",7629,4.050334250884782
1341,520,"Jefferson Davis, MS",11948,4.352192835621024
1342,2230,"Jones, MS",68961,3.233711808123432
1343,213,"Kemper, MS",10294,2.0691665047600543
1344,889,"Lafayette, MS",51318,1.732335632721462
1345,1422,"Lamar, MS",58801,2.418326218941855
1346,2047,"Lauderdale, MS",80254,2.550651680913101
1347,412,"Lawrence, MS",12514,3.2923126098769377
1348,874,"Leake, MS",23389,3.736799350121852
1349,2579,"Lee, MS",85340,3.022029528943051
1350,1095,"Leflore, MS",31607,3.464422438067517
1351,867,"Lincoln, MS",34810,2.4906636024130995
1352,1831,"Lowndes, MS",59922,3.055638997363239
1353,1777,"Madison, MS",100412,1.7697087997450505
1354,805,"Marion, MS",26180,3.074866310160428
1355,765,"Marshall, MS",36515,2.0950294399561824
1356,959,"Monroe, MS",36116,2.6553328164802306
1357,111,"Montgomery, MS",10553,1.051833601819388
1358,1238,"Neshoba, MS",29507,4.195614599925442
1359,653,"Newton, MS",21689,3.010742772834156
1360,330,"Noxubee, MS",11089,2.975922084949049
1361,478,"Oktibbeha, MS",49043,0.9746548946842567
1362,1517,"Panola, MS",34402,4.409627347247254
1363,2020,"Pearl River, MS",55072,3.667925624636839
1364,470,"Perry, MS",12131,3.8743714450581153
1365,1382,"Pike, MS",40014,3.453791173089419
1366,809,"Pontotoc, MS",30897,2.6183771887238243
1367,978,"Prentiss, MS",25388,3.8522136442413735
1368,289,"Quitman, MS",7803,3.7037037037037033
1369,3584,"Rankin, MS",146767,2.4419658370069564
1370,957,"Scott, MS",28273,3.384854808474516
1371,207,"Sharkey, MS",4708,4.3967714528462185
1372,1328,"Simpson, MS",27500,4.829090909090909
1373,589,"Smith, MS",16225,3.63020030816641
1374,510,"Stone, MS",18016,2.830817051509769
1375,1255,"Sunflower, MS",27997,4.482623138193378
1376,445,"Tallahatchie, MS",15081,2.950732710032491
1377,1250,"Tate, MS",28373,4.405596870263984
1378,719,"Tippah, MS",22084,3.255750769788082
1379,495,"Tishomingo, MS",19529,2.534691996517999
1380,317,"Tunica, MS",10560,3.0018939393939394
1381,602,"Union, MS",27754,2.1690567125459395
1382,386,"Walthall, MS",14931,2.585225370035497
1383,1374,"Warren, MS",48218,2.8495582562528514
1384,1896,"Washington, MS",49688,3.8158106585090965
1385,528,"Wayne, MS",20539,2.570719119723453
1386,341,"Webster, MS",9987,3.4144387704015218
1387,331,"Wilkinson, MS",9381,3.5284084852361155
1388,575,"Winston, MS",18788,3.0604641260378966
1389,299,"Yalobusha, MS",12373,2.4165521700476846
1390,1248,"Yazoo, MS",27883,4.475845497256393
1391,308,"Adair, MO",25572,1.2044423588299702
1392,431,"Andrew, MO",17445,2.470621954714818
1393,51,"Atchison, MO",5449,0.9359515507432556
1394,448,"Audrain, MO",25661,1.745839990647286
1395,885,"Barry, MO",35572,2.4879118407736422
1396,318,"Barton, MO",12275,2.5906313645621184
1397,382,"Bates, MO",16550,2.308157099697885
1398,309,"Benton, MO",18932,1.6321571941686035
1399,267,"Bollinger, MO",12490,2.137710168134508
1400,2645,"Boone, MO",170773,1.5488396877726573
1401,1957,"Buchanan, MO",89631,2.183396369559639
1402,1428,"Butler, MO",43083,3.3145324141772856
1403,140,"Caldwell, MO",9097,1.5389688908431352
1404,1310,"Callaway, MO",44359,2.953177483712437
1405,773,"Camden, MO",43862,1.7623455382791482
1406,1068,"Cape Girardeau, MO",77320,1.3812726332126228
1407,207,"Carroll, MO",9127,2.2679960556590335
1408,80,"Carter, MO",6291,1.271657924018439
1409,2339,"Cass, MO",100641,2.3241025029560514
1410,341,"Cedar, MO",13913,2.450945159203622
1411,124,"Chariton, MO",7628,1.6255899318300997
1412,1261,"Christian, MO",80899,1.5587337297123574
1413,145,"Clark, MO",6910,2.098408104196816
1414,4750,"Clay, MO",230473,2.060978943303554
1415,257,"Clinton, MO",20571,1.2493315832968743
1416,810,"Cole, MO",76699,1.0560763504087407
1417,247,"Cooper, MO",17647,1.399671332237774
1418,912,"Crawford, MO",24543,3.715927148270383
1419,165,"Dade, MO",7578,2.1773555027711797
1420,340,"Dallas, MO",16535,2.0562443302086484
1421,232,"Daviess, MO",8294,2.797202797202797
1422,133,"DeKalb, MO",12840,1.0358255451713396
1423,328,"Dent, MO",15730,2.085187539732994
1424,133,"Douglas, MO",13515,0.9840917499075101
1425,542,"Dunklin, MO",31712,1.7091321897073661
1426,2370,"Franklin, MO",101816,2.3277284513239573
1427,253,"Gasconade, MO",14901,1.6978726259982553
1428,122,"Gentry, MO",6775,1.800738007380074
1429,4101,"Greene, MO",283870,1.4446753795751577
1430,196,"Grundy, MO",10355,1.8928054080154515
1431,114,"Harrison, MO",8741,1.3041986042786866
1432,530,"Henry, MO",22059,2.4026474454871027
1433,215,"Hickory, MO",9305,2.31058570660935
1434,72,"Holt, MO",4568,1.5761821366024518
1435,233,"Howard, MO",10257,2.2716193818855417
1436,804,"Howell, MO",40393,1.9904438887926126
1437,257,"Iron, MO",10344,2.484532095901005
1438,12397,"Jackson, MO",679996,1.8230989594056435
1439,2374,"Jasper, MO",116398,2.039553944225846
1440,5323,"Jefferson, MO",221396,2.4042891470487273
1441,797,"Johnson, MO",54572,1.4604559114564244
1442,55,"Knox, MO",4067,1.352348168182936
1443,747,"Laclede, MO",35667,2.094372949785516
1444,631,"Lafayette, MO",32943,1.9154296815711989
1445,1085,"Lawrence, MO",38185,2.841429880843263
1446,210,"Lewis, MO",10152,2.068557919621749
1447,1631,"Lincoln, MO",53860,3.0282213145191235
1448,232,"Linn, MO",12368,1.8758085381630014
1449,213,"Livingston, MO",14871,1.4323179342344161
1450,587,"McDonald, MO",22558,2.6021810444188316
1451,173,"Macon, MO",15544,1.1129696345856923
1452,242,"Madison, MO",12431,1.9467460381304802
1453,195,"Maries, MO",9018,2.162341982701264
1454,522,"Marion, MO",28904,1.8059784112925545
1455,59,"Mercer, MO",3695,1.5967523680649527
1456,810,"Miller, MO",25092,3.2281205164992826
1457,259,"Mississippi, MO",14282,1.8134715025906734
1458,225,"Moniteau, MO",15748,1.4287528575057151
1459,161,"Monroe, MO",8774,1.8349669478003192
1460,254,"Montgomery, MO",11965,2.1228583368157126
1461,505,"Morgan, MO",20265,2.4919812484579325
1462,565,"New Madrid, MO",18365,3.0765042199836645
1463,1129,"Newton, MO",58845,1.9185997111054465
1464,194,"Nodaway, MO",23261,0.8340140148746831
1465,188,"Oregon, MO",10996,1.709712622771917
1466,199,"Osage, MO",13688,1.4538281706604326
1467,284,"Ozark, MO",9560,2.9707112970711296
1468,687,"Pemiscot, MO",17823,3.8545699377209224
1469,359,"Perry, MO",19072,1.8823406040268456
1470,841,"Pettis, MO",42205,1.9926548987086838
1471,963,"Phelps, MO",44807,2.1492177561541723
1472,492,"Pike, MO",18669,2.6353848626064598
1473,1505,"Platte, MO",93310,1.6129032258064515
1474,673,"Polk, MO",30974,2.1727900820042616
1475,867,"Pulaski, MO",53748,1.6130832775173032
1476,33,"Putnam, MO",4875,0.676923076923077
1477,204,"Ralls, MO",10192,2.001569858712716
1478,413,"Randolph, MO",24940,1.6559743384121892
1479,437,"Ray, MO",23039,1.896783714570945
1480,146,"Reynolds, MO",6599,2.2124564327928473
1481,331,"Ripley, MO",14032,2.3588939566704674
1482,6769,"St. Charles, MO",373495,1.8123401919704414
1483,171,"St. Clair, MO",9487,1.8024665331506273
1484,407,"Ste. Genevieve, MO",17778,2.2893463831702103
1485,1290,"St. Francois, MO",66215,1.948199048553953
1486,16368,"St. Louis, MO",318416,5.140445203758605
1487,16368,"St. Louis, MO",1001444,1.6344398688294102
1488,529,"Saline, MO",23252,2.275073111990366
1489,70,"Schuyler, MO",4358,1.6062413951353833
1490,24,"Scotland, MO",4921,0.48770575086364554
1491,994,"Scott, MO",39290,2.5299058284550773
1492,188,"Shannon, MO",8297,2.2658792334578766
1493,117,"Shelby, MO",6177,1.8941233608547838
1494,745,"Stoddard, MO",29780,2.5016789791806584
1495,569,"Stone, MO",31297,1.8180656292935427
1496,250,"Sullivan, MO",6448,3.8771712158808933
1497,1375,"Taney, MO",53575,2.5664955669622023
1498,473,"Texas, MO",25636,1.8450616320798876
1499,497,"Vernon, MO",20949,2.3724282781994366
1500,793,"Warren, MO",32999,2.4031031243371013
1501,658,"Washington, MO",25172,2.614015572858732
1502,407,"Wayne, MO",13404,3.0364070426738285
1503,1079,"Webster, MO",36466,2.958920638402896
1504,18,"Worth, MO",2090,0.8612440191387559
1505,422,"Wright, MO",18473,2.284415092296866
1506,151,"Beaverhead, MT",9341,1.6165292795203938
1507,850,"Big Horn, MT",13042,6.517405305934673
1508,311,"Blaine, MT",6604,4.709267110841914
1509,82,"Broadwater, MT",5692,1.4406184118060434
1510,104,"Carbon, MT",10340,1.0058027079303675
1511,0,"Carter, MT",1174,0.0
1512,1378,"Cascade, MT",82384,1.6726548844435813
1513,159,"Chouteau, MT",5849,2.718413404000684
1514,174,"Custer, MT",11951,1.4559451091958833
1515,0,"Daniels, MT",1791,0.0
1516,142,"Dawson, MT",9445,1.5034409740603494
1517,187,"Deer Lodge, MT",9329,2.0045020902561905
1518,22,"Fallon, MT",3079,0.7145177005521274
1519,115,"Fergus, MT",11501,0.99991305103904
1520,1132,"Flathead, MT",93068,1.2163149525078438
1521,811,"Gallatin, MT",94720,0.8562077702702703
1522,3,"Garfield, MT",1290,0.23255813953488372
1523,560,"Glacier, MT",13739,4.075988063177815
1524,25,"Golden Valley, MT",859,2.910360884749709
1525,44,"Granite, MT",3138,1.4021669853409815
1526,432,"Hill, MT",16568,2.6074360212457752
1527,126,"Jefferson, MT",11512,1.0945100764419735
1528,13,"Judith Basin, MT",2016,0.6448412698412698
1529,876,"Lake, MT",29017,3.018919943481407
1530,866,"Lewis and Clark, MT",65338,1.3254155315436653
1531,0,"Liberty, MT",2369,0.0
1532,268,"Lincoln, MT",19460,1.3771839671120247
1533,2,"McCone, MT",1709,0.11702750146284377
1534,50,"Madison, MT",7712,0.6483402489626556
1535,20,"Meagher, MT",1937,1.0325245224574084
1536,66,"Mineral, MT",4275,1.5438596491228072
1537,1134,"Missoula, MT",111807,1.0142477662400387
1538,39,"Musselshell, MT",4629,0.8425145819831497
1539,67,"Park, MT",15682,0.4272414232878459
1540,0,"Petroleum, MT",506,0.0
1541,55,"Phillips, MT",4179,1.316104331179708
1542,118,"Pondera, MT",6211,1.899855095797778
1543,9,"Powder River, MT",1748,0.5148741418764302
1544,112,"Powell, MT",6993,1.6016016016016015
1545,5,"Prairie, MT",1179,0.4240882103477523
1546,761,"Ravalli, MT",40823,1.8641452122577957
1547,192,"Richland, MT",11214,1.7121455323702512
1548,371,"Roosevelt, MT",11125,3.334831460674157
1549,244,"Rosebud, MT",9329,2.6155000535963127
1550,169,"Sanders, MT",11363,1.4872832878641205
1551,12,"Sheridan, MT",3668,0.3271537622682661
1552,477,"Silver Bow, MT",34523,1.3816875706051037
1553,131,"Stillwater, MT",9318,1.4058810903627388
1554,71,"Sweet Grass, MT",3669,1.9351321886072497
1555,70,"Teton, MT",6065,1.1541632316570487
1556,42,"Toole, MT",5138,0.8174386920980926
1557,4,"Treasure, MT",700,0.5714285714285714
1558,151,"Valley, MT",7630,1.979030144167759
1559,28,"Wheatland, MT",2134,1.3120899718837862
1560,9,"Wibaux, MT",1121,0.8028545941123997
1561,2376,"Yellowstone, MT",154162,1.5412358428147013
1562,336,"Adams, NE",31610,1.0629547611515344
1563,85,"Antelope, NE",6456,1.3166047087980173
1564,0,"Arthur, NE",458,0.0
1565,14,"Banner, NE",759,1.844532279314888
1566,0,"Blaine, NE",482,0.0
1567,84,"Boone, NE",5388,1.55902004454343
1568,171,"Box Butte, NE",11305,1.5126050420168067
1569,20,"Boyd, NE",2032,0.984251968503937
1570,14,"Brown, NE",2926,0.4784688995215311
1571,509,"Buffalo, NE",47893,1.062785793330967
1572,78,"Burt, NE",6574,1.186492242166109
1573,138,"Butler, NE",8312,1.6602502406159771
1574,505,"Cass, NE",25357,1.991560515833892
1575,71,"Cedar, NE",8711,0.8150614165997015
1576,21,"Chase, NE",4000,0.525
1577,59,"Cherry, NE",5788,1.0193503800967518
1578,171,"Cheyenne, NE",10091,1.694579328114161
1579,63,"Clay, NE",6392,0.9856070087609512
1580,94,"Colfax, NE",10425,0.9016786570743405
1581,76,"Cuming, NE",8996,0.8448199199644287
1582,106,"Custer, NE",10792,0.9822090437361009
1583,666,"Dakota, NE",20947,3.1794529049505895
1584,52,"Dawes, NE",9088,0.5721830985915494
1585,385,"Dawson, NE",24207,1.5904490436650556
1586,19,"Deuel, NE",1937,0.980898296334538
1587,94,"Dixon, NE",5851,1.606562980687062
1588,378,"Dodge, NE",36515,1.0351910173901138
1589,8268,"Douglas, NE",537256,1.5389311613085754
1590,25,"Dundy, NE",1981,1.2619888944977284
1591,44,"Fillmore, NE",5698,0.7722007722007722
1592,43,"Franklin, NE",3085,1.393841166936791
1593,27,"Frontier, NE",2709,0.9966777408637874
1594,102,"Furnas, NE",4865,2.0966084275436794
1595,166,"Gage, NE",21864,0.7592389315770216
1596,23,"Garden, NE",1902,1.2092534174553102
1597,23,"Garfield, NE",2035,1.1302211302211302
1598,20,"Gosper, NE",1972,1.0141987829614605
1599,0,"Grant, NE",633,0.0
1600,16,"Greeley, NE",2494,0.6415396952686447
1601,1287,"Hall, NE",60720,2.119565217391304
1602,100,"Hamilton, NE",9112,1.0974539069359086
1603,43,"Harlan, NE",3513,1.224025049814973
1604,20,"Hayes, NE",976,2.0491803278688523
1605,25,"Hitchcock, NE",2872,0.8704735376044569
1606,107,"Holt, NE",10449,1.02402143745813
1607,11,"Hooker, NE",738,1.4905149051490514
1608,51,"Howard, NE",6355,0.8025177025963809
1609,81,"Jefferson, NE",7560,1.0714285714285714
1610,23,"Johnson, NE",5144,0.44712286158631415
1611,23,"Kearney, NE",6548,0.3512522907758094
1612,44,"Keith, NE",8130,0.5412054120541205
1613,2,"Keya Paha, NE",790,0.25316455696202533
1614,60,"Kimball, NE",3702,1.6207455429497568
1615,92,"Knox, NE",8565,1.0741389375364858
1616,3178,"Lancaster, NE",297036,1.069903984702191
1617,393,"Lincoln, NE",36051,1.0901223267038362
1618,10,"Logan, NE",763,1.310615989515072
1619,10,"Loup, NE",576,1.7361111111111112
1620,3,"McPherson, NE",526,0.5703422053231939
1621,279,"Madison, NE",35278,0.7908611599297013
1622,80,"Merrick, NE",7802,1.0253781081773903
1623,128,"Morrill, NE",4908,2.6079869600651997
1624,16,"Nance, NE",3623,0.4416229643941485
1625,41,"Nemaha, NE",7157,0.5728657258627917
1626,60,"Nuckolls, NE",4413,1.3596193065941535
1627,237,"Otoe, NE",15752,1.5045708481462672
1628,30,"Pawnee, NE",2709,1.1074197120708749
1629,26,"Perkins, NE",2921,0.890106128038343
1630,59,"Phelps, NE",9213,0.6403994355801584
1631,59,"Pierce, NE",7150,0.8251748251748252
1632,394,"Platte, NE",32505,1.2121212121212122
1633,42,"Polk, NE",5275,0.7962085308056872
1634,85,"Red Willow, NE",11006,0.7723060149009632
1635,55,"Richardson, NE",8125,0.676923076923077
1636,17,"Rock, NE",1411,1.2048192771084338
1637,65,"Saline, NE",14416,0.4508879023307436
1638,3363,"Sarpy, NE",169331,1.9860509888915794
1639,314,"Saunders, NE",20929,1.5003105738449043
1640,669,"Scotts Bluff, NE",36848,1.8155666521927918
1641,83,"Seward, NE",17089,0.48569255076364914
1642,85,"Sheridan, NE",5251,1.6187392877547133
1643,19,"Sherman, NE",3106,0.6117192530585963
1644,13,"Sioux, NE",1313,0.9900990099009901
1645,88,"Stanton, NE",6133,1.43486059024947
1646,35,"Thayer, NE",5189,0.6745037579495086
1647,0,"Thomas, NE",699,0.0
1648,389,"Thurston, NE",6895,5.641769398114576
1649,33,"Valley, NE",4193,0.7870259957071308
